flightnumber,status,departure_airport_icao,departure_airport_iata,departure_airport_name,arrival_scheduledTimeLocal,arrival_actualTimeLocal,arrival_scheduledTimeUtc,arrival_actualTimeUtc,arrival_terminal,aircraft_model,airline_name,arrival_airport_icao
LH 1109,Expected,LOWS,SZG,Salzburg,2022-06-15 08:20:00+02:00,2022-06-15 08:20:00+02:00,2022-06-15 06:20:00+00:00,2022-06-15 06:20:00+00:00,1,Airbus A319,Lufthansa,EDDF
AC 9161,Expected,LOWW,VIE,Vienna,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 1247,Expected,LOWW,VIE,Vienna,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A321,Lufthansa,EDDF
OS 7201,Expected,LOWW,VIE,Vienna,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A321,Austrian,EDDF
UA 8959,Expected,LOWW,VIE,Vienna,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A321,United,EDDF
WY 5247,Expected,LOWW,VIE,Vienna,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A321,Oman Air,EDDF
AC 6215,Expected,LOWW,VIE,Vienna,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320,Air Canada,EDDF
LH 6331,Expected,LOWW,VIE,Vienna,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320,Lufthansa,EDDF
OS 121,Expected,LOWW,VIE,Vienna,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320,Austrian,EDDF
SK 9425,Expected,LOWW,VIE,Vienna,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320,SAS,EDDF
UA 9861,Expected,LOWW,VIE,Vienna,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,1,Airbus A320,United,EDDF
AC 9533,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 1233,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,Lufthansa,EDDF
OS 7259,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,Austrian,EDDF
SK 3781,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,SAS,EDDF
SQ 2041,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,Singapore,EDDF
TP 7799,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9340,Expected,LOWW,VIE,Vienna,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A321,United,EDDF
AC 6203,Expected,LOWW,VIE,Vienna,2022-06-15 11:40:00+02:00,2022-06-15 11:40:00+02:00,2022-06-15 09:40:00+00:00,2022-06-15 09:40:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 6347,Expected,LOWW,VIE,Vienna,2022-06-15 11:40:00+02:00,2022-06-15 11:40:00+02:00,2022-06-15 09:40:00+00:00,2022-06-15 09:40:00+00:00,1,Airbus A321,Lufthansa,EDDF
OS 129,Expected,LOWW,VIE,Vienna,2022-06-15 11:40:00+02:00,2022-06-15 11:40:00+02:00,2022-06-15 09:40:00+00:00,2022-06-15 09:40:00+00:00,1,Airbus A321,Austrian,EDDF
SK 9433,Expected,LOWW,VIE,Vienna,2022-06-15 11:40:00+02:00,2022-06-15 11:40:00+02:00,2022-06-15 09:40:00+00:00,2022-06-15 09:40:00+00:00,1,Airbus A321,SAS,EDDF
AC 9231,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,Air Canada,EDDF
LG 1514,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,Luxair,EDDF
LH 1181,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,Lufthansa,EDDF
NH 6165,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,ANA,EDDF
SQ 2101,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,Singapore,EDDF
TP 6685,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9004,Expected,LPPR,OPO,Porto,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,1,Airbus A321,United,EDDF
AC 9357,Expected,LPPT,LIS,Lisbon,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 1497,Expected,LPPT,LIS,Lisbon,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,1,Airbus A321,Lufthansa,EDDF
OS 7220,Expected,LPPT,LIS,Lisbon,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,1,Airbus A321,Austrian,EDDF
SK 3253,Expected,LPPT,LIS,Lisbon,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,1,Airbus A321,SAS,EDDF
TP 6705,Expected,LPPT,LIS,Lisbon,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9159,Expected,LPPT,LIS,Lisbon,2022-06-15 09:05:00+02:00,2022-06-15 09:05:00+02:00,2022-06-15 07:05:00+00:00,2022-06-15 07:05:00+00:00,1,Airbus A321,United,EDDF
AC 9083,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,Air Canada,EDDF
LH 1173,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,Lufthansa,EDDF
OS 7344,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,Austrian,EDDF
SK 3259,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,SAS,EDDF
TG 7693,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,Thai Airways International,EDDF
TP 6707,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
UA 9133,Expected,LPPT,LIS,Lisbon,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,1,Airbus A321,United,EDDF
LH 1547,Expected,LQSA,SJJ,Sarajevo,2022-06-15 08:35:00+02:00,2022-06-15 08:35:00+02:00,2022-06-15 06:35:00+00:00,2022-06-15 06:35:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
LH 1423,Expected,LROP,OTP,Bucharest,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
RO 301,Expected,LROP,OTP,Bucharest,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Airbus A318,TAROM,EDDF
LX 1080,Expected,LSGG,GVA,Geneva,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,BCS3,SWISS,EDDF
LH 1213,Expected,LSGG,GVA,Geneva,2022-06-15 10:40:00+02:00,2022-06-15 10:40:00+02:00,2022-06-15 08:40:00+00:00,2022-06-15 08:40:00+00:00,1,Embraer 190,Lufthansa,EDDF
LH 1193,Expected,LSZH,ZRH,Zurich,2022-06-15 08:00:00+02:00,2022-06-15 08:00:00+02:00,2022-06-15 06:00:00+00:00,2022-06-15 06:00:00+00:00,1,Airbus A319,Lufthansa,EDDF
LH 1185,Expected,LSZH,ZRH,Zurich,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Airbus A319,Lufthansa,EDDF
XQ 144,Expected,LTAI,AYT,Antalya,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,1,Boeing 737-800,SunExpress,EDDF
XQ 910,Expected,LTBJ,ADB,İzmir,2022-06-15 09:35:00+02:00,2022-06-15 09:35:00+02:00,2022-06-15 07:35:00+00:00,2022-06-15 07:35:00+00:00,1,Boeing 737-800,SunExpress,EDDF
XQ 682,Expected,LTBS,DLM,Dalaman,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Boeing 737-800,SunExpress,EDDF
XQ 1614,Expected,LTFH,SZF,Samsun,2022-06-15 06:45:00+02:00,2022-06-15 06:45:00+02:00,2022-06-15 04:45:00+00:00,2022-06-15 04:45:00+00:00,1,Boeing 737 MAX 8,SunExpress,EDDF
LH 1305,Expected,LTFM,IST,Istanbul,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Airbus A321,Lufthansa,EDDF
TK 1587,Expected,LTFM,IST,Istanbul,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,1,Airbus A330-300,Turkish,EDDF
9U 863,Expected,LUKK,KIV,Chişinău,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,2,Airbus A320,Air Moldova,EDDF
LH 1411,Expected,LYBE,BEG,Belgrade,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
GF 17,Expected,OBBI,BAH,Manama,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,2,Airbus A321 NEO,Gulf Air,EDDF
LH 637,Expected,OERK,RUH,Riyadh,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Airbus A330,Lufthansa,EDDF
LH 601,Expected,OIIE,IKA,Tehran,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Airbus A330,Lufthansa,EDDF
IR 721,Expected,OIIE,IKA,Tehran,2022-06-15 10:20:00+02:00,2022-06-15 10:20:00+02:00,2022-06-15 08:20:00+00:00,2022-06-15 08:20:00+00:00,2,Airbus A330-200,Iran Air,EDDF
LH 693,Expected,OJAI,AMM,Amman,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Airbus A320 (Sharklets),Lufthansa,EDDF
LH 625,Expected,OKBK,KWI,Kuwait City,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A330-300,Lufthansa,EDDF
ME 217,Expected,OLBA,BEY,Beirut,2022-06-15 10:25:00+02:00,2022-06-15 10:25:00+02:00,2022-06-15 08:25:00+00:00,2022-06-15 08:25:00+00:00,1,Airbus A321 NEO,Middle East,EDDF
EY 1,Expected,OMAA,AUH,Abu Dhabi Island and Internal Islands City,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Boeing 787-9,Etihad Airways,EDDF
LH 631,Expected,OMDB,DXB,Dubai City,2022-06-15 06:05:00+02:00,2022-06-15 06:05:00+02:00,2022-06-15 04:05:00+00:00,2022-06-15 04:05:00+00:00,1,Airbus A330,Lufthansa,EDDF
QR 69,Expected,OTHH,DOH,Doha,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Boeing 777-300ER,Qatar Airways,EDDF
CI 61,Unknown,RCTP,TPE,Taipei,2022-06-15 06:50:00+02:00,,2022-06-15 04:50:00+00:00,,2,Boeing 777-300ER,China,EDDF
LH 511,Expected,SAEZ,EZE,Buenos Aires,2022-06-15 11:10:00+02:00,2022-06-15 11:10:00+02:00,2022-06-15 09:10:00+00:00,2022-06-15 09:10:00+00:00,1,Boeing 747-8,Lufthansa,EDDF
LH 507,Expected,SBGR,GRU,São Paulo,2022-06-15 10:50:00+02:00,2022-06-15 10:50:00+02:00,2022-06-15 08:50:00+00:00,2022-06-15 08:50:00+00:00,1,Boeing 747-8,Lufthansa,EDDF
LH 613,Expected,UBBB,GYD,Baku,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Airbus A321,Lufthansa,EDDF
LH 1561,Expected,UDYZ,EVN,Yerevan,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Airbus A320,Lufthansa,EDDF
LH 757,Expected,VABB,BOM,Mumbai,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,1,Boeing 747,Lufthansa,EDDF
CX 6799,Expected,VHHH,HKG,Hong Kong,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A340,Cathay Pacific,EDDF
LH 797,Expected,VHHH,HKG,Hong Kong,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A340,Lufthansa,EDDF
CX 289,Expected,VHHH,HKG,Hong Kong,2022-06-15 07:50:00+02:00,2022-06-15 07:50:00+02:00,2022-06-15 05:50:00+00:00,2022-06-15 05:50:00+00:00,2,Boeing 777-300ER,Cathay Pacific,EDDF
LH 761,Expected,VIDP,DEL,New Delhi,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Boeing 747,Lufthansa,EDDF
LH 755,Expected,VOBL,BLR,Bangalore,2022-06-15 09:00:00+02:00,2022-06-15 09:00:00+02:00,2022-06-15 07:00:00+00:00,2022-06-15 07:00:00+00:00,1,Boeing 747-400,Lufthansa,EDDF
LH 759,Expected,VOMM,MAA,Chennai,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Airbus A340,Lufthansa,EDDF
TG 920,Expected,VTBS,BKK,Bangkok,2022-06-15 06:15:00+02:00,2022-06-15 06:15:00+02:00,2022-06-15 04:15:00+00:00,2022-06-15 04:15:00+00:00,1,Boeing 777-300ER,Thai Airways International,EDDF
VN 37,Expected,VVNB,HAN,Hanoi,2022-06-15 06:35:00+02:00,2022-06-15 06:35:00+02:00,2022-06-15 04:35:00+00:00,2022-06-15 04:35:00+00:00,2,Boeing 787-9,Vietnam,EDDF
LH 779,Expected,WSSS,SIN,Singapore,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A340-300,Lufthansa,EDDF
SN 7271,Expected,WSSS,SIN,Singapore,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A340-300,Brussels,EDDF
SQ 2008,Expected,WSSS,SIN,Singapore,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A340-300,Singapore,EDDF
SQ 26,Expected,WSSS,SIN,Singapore,2022-06-15 06:45:00+02:00,2022-06-15 06:45:00+02:00,2022-06-15 04:45:00+00:00,2022-06-15 04:45:00+00:00,1,Airbus A380-800,Singapore,EDDF
6I 7440,Expected,EDHL,LBC,Lübeck,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,1,Air Alsie,,EDDM
TI 625,Expected,LTAI,AYT,Antalya,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Tailwind,,EDDM
4Y 13,Expected,MMUN,CUN,Cancún,2022-06-15 10:25:00+02:00,2022-06-15 10:25:00+02:00,2022-06-15 08:25:00+00:00,2022-06-15 08:25:00+00:00,1,Airbus Transport International,,EDDM
4Y 5,Expected,MDPC,PUJ,Punta Cana,2022-06-15 10:05:00+02:00,2022-06-15 10:05:00+02:00,2022-06-15 08:05:00+00:00,2022-06-15 08:05:00+00:00,1,Airbus Transport International,,EDDM
4Y 811,Expected,LICA,SUF,Lamezia Terme,2022-06-15 11:05:00+02:00,2022-06-15 11:05:00+02:00,2022-06-15 09:05:00+00:00,2022-06-15 09:05:00+00:00,1,Airbus Transport International,,EDDM
8R 6770,Expected,LFST,SXB,Strasbourg,2022-06-15 11:55:00+02:00,2022-06-15 11:55:00+02:00,2022-06-15 09:55:00+00:00,2022-06-15 09:55:00+00:00,1,AMELIA,,EDDM
4Y 77,Expected,CYUL,YUL,Montréal,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,2,Airbus Transport International,,EDDM
AC 834,Expected,CYYZ,YYZ,Toronto,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,2,Air Canada,Boeing 777-200LR,EDDM
LH 495,Expected,CYYZ,YYZ,Toronto,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,2,Lufthansa,Airbus A350-900,EDDM
X3 6579,Expected,DTTJ,DJE,Houmt El Souk,2022-06-15 11:50:00+02:00,2022-06-15 11:50:00+02:00,2022-06-15 09:50:00+00:00,2022-06-15 09:50:00+00:00,1,TUIfly,Boeing 737-800,EDDM
SN 2641,Expected,EBBR,BRU,Brussels,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,2,Brussels,Airbus A319,EDDM
LH 2283,Expected,EBBR,BRU,Brussels,2022-06-15 10:05:00+02:00,2022-06-15 10:05:00+02:00,2022-06-15 08:05:00+00:00,2022-06-15 08:05:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2285,Expected,EBBR,BRU,Brussels,2022-06-15 11:15:00+02:00,2022-06-15 11:15:00+02:00,2022-06-15 09:15:00+00:00,2022-06-15 09:15:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 1963,Expected,EDDB,BER,Berlin,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 1939,Expected,EDDB,BER,Berlin,2022-06-15 09:30:00+02:00,2022-06-15 09:30:00+02:00,2022-06-15 07:30:00+00:00,2022-06-15 07:30:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 1931,Expected,EDDB,BER,Berlin,2022-06-15 11:00:00+02:00,2022-06-15 11:00:00+02:00,2022-06-15 09:00:00+00:00,2022-06-15 09:00:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 1929,Expected,EDDB,BER,Berlin,2022-06-15 12:00:00+02:00,2022-06-15 12:00:00+02:00,2022-06-15 10:00:00+00:00,2022-06-15 10:00:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2123,Expected,EDDC,DRS,Dresden,2022-06-15 10:50:00+02:00,2022-06-15 10:50:00+02:00,2022-06-15 08:50:00+00:00,2022-06-15 08:50:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 102,Expected,EDDF,FRA,Frankfurt-am-Main,2022-06-15 08:10:00+02:00,2022-06-15 08:10:00+02:00,2022-06-15 06:10:00+00:00,2022-06-15 06:10:00+00:00,2,Lufthansa,Airbus A321,EDDM
LH 98,Expected,EDDF,FRA,Frankfurt-am-Main,2022-06-15 10:10:00+02:00,2022-06-15 10:10:00+02:00,2022-06-15 08:10:00+00:00,2022-06-15 08:10:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 100,Expected,EDDF,FRA,Frankfurt-am-Main,2022-06-15 11:10:00+02:00,2022-06-15 11:10:00+02:00,2022-06-15 09:10:00+00:00,2022-06-15 09:10:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2135,Expected,EDDG,FMO,Münster,2022-06-15 10:15:00+02:00,2022-06-15 10:15:00+02:00,2022-06-15 08:15:00+00:00,2022-06-15 08:15:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
EW 7170,Expected,EDDH,HAM,Hamburg,2022-06-15 08:05:00+02:00,2022-06-15 08:05:00+02:00,2022-06-15 06:05:00+00:00,2022-06-15 06:05:00+00:00,1,Eurowings,Airbus A320,EDDM
LH 2081,Expected,EDDH,HAM,Hamburg,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2079,Expected,EDDH,HAM,Hamburg,2022-06-15 08:30:00+02:00,2022-06-15 08:30:00+02:00,2022-06-15 06:30:00+00:00,2022-06-15 06:30:00+00:00,2,Lufthansa,Airbus A321,EDDM
LH 2049,Expected,EDDH,HAM,Hamburg,2022-06-15 10:00:00+02:00,2022-06-15 10:00:00+02:00,2022-06-15 08:00:00+00:00,2022-06-15 08:00:00+00:00,2,Lufthansa,Airbus A321,EDDM
LH 2077,Expected,EDDH,HAM,Hamburg,2022-06-15 09:30:00+02:00,2022-06-15 09:30:00+02:00,2022-06-15 07:30:00+00:00,2022-06-15 07:30:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2053,Expected,EDDH,HAM,Hamburg,2022-06-15 11:25:00+02:00,2022-06-15 11:25:00+02:00,2022-06-15 09:25:00+00:00,2022-06-15 09:25:00+00:00,2,Lufthansa,Airbus A320,EDDM
EW 80,Expected,EDDK,CGN,Cologne,2022-06-15 08:25:00+02:00,2022-06-15 08:25:00+02:00,2022-06-15 06:25:00+00:00,2022-06-15 06:25:00+00:00,1,Eurowings,Airbus A319,EDDM
LH 1973,Expected,EDDK,CGN,Cologne,2022-06-15 09:40:00+02:00,2022-06-15 09:40:00+02:00,2022-06-15 07:40:00+00:00,2022-06-15 07:40:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 1975,Expected,EDDK,CGN,Cologne,2022-06-15 11:10:00+02:00,2022-06-15 11:10:00+02:00,2022-06-15 09:10:00+00:00,2022-06-15 09:10:00+00:00,2,Lufthansa,Airbus A320,EDDM
EW 9082,Expected,EDDL,DUS,Duesseldorf,2022-06-15 08:15:00+02:00,2022-06-15 08:15:00+02:00,2022-06-15 06:15:00+00:00,2022-06-15 06:15:00+00:00,1,Eurowings,Airbus A319,EDDM
LH 2035,Expected,EDDL,DUS,Duesseldorf,2022-06-15 08:40:00+02:00,2022-06-15 08:40:00+02:00,2022-06-15 06:40:00+00:00,2022-06-15 06:40:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2011,Expected,EDDL,DUS,Duesseldorf,2022-06-15 10:35:00+02:00,2022-06-15 10:35:00+02:00,2022-06-15 08:35:00+00:00,2022-06-15 08:35:00+00:00,2,Lufthansa,Airbus A320,EDDM
LH 2007,Expected,EDDL,DUS,Duesseldorf,2022-06-15 11:30:00+02:00,2022-06-15 11:30:00+02:00,2022-06-15 09:30:00+00:00,2022-06-15 09:30:00+00:00,2,Lufthansa,Airbus A319,EDDM
LH 2165,Expected,EDDP,LEJ,Leipzig,2022-06-15 10:45:00+02:00,2022-06-15 10:45:00+02:00,2022-06-15 08:45:00+00:00,2022-06-15 08:45:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
LH 2153,Expected,EDDS,STR,Stuttgart,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,2,Lufthansa,Bombardier CRJ900,EDDM
